album_id,album_genres,album_release_date,album_popularity,year
05jbNkYoEQdjVDHEHtg1gY,,2018-10-16,75,2018
4qZBW3f2Q8y0k1A84d4iAO,,2018-03-30,83,2018
5EEkfRgfYHiFu0lGur6Z6M,,2018-04-12,73,2018
6MoaDh76Fsg0ogW2l7HAFx,,2018-05-18,70,2018
5kprdYds6oZb4iSldfflOT,,2018-05-25,69,2018
5IYvKd22yQkJRfoIStesbX,,2018-08-03,57,2018
1RyJuFvHB1mIKGjynj533c,,2018-11-23,53,2018
5gzfsecJfxWOdWwnFT7LsR,,2018-07-13,57,2018
6Vip5A5NmEazvKuxj6GLYf,,2018-03-09,76,2018
7Ht6xQ80vFtSe2n2KjAAsA,,2018-10-26,57,2018
0aN0xAIaYHQDj63QrgvJJ5,,2018-07-20,59,2018
2vBpHUDhVTInqSLxkw9Kx2,,2018-05-25,68,2018
3Nlbg1BHLXDKqQVQ9ErCmg,,2018-06-15,51,2018
4KdtEKjY3Gi0mKiSdy96ML,,2018-04-06,75,2018
5xtAAHr59ozJ2PQ67utEmi,,2018-02-02,66,2018
34GQP3dILpyCN018y2k61L,,2018-10-26,78,2018
3CgogddksNmKJrnAATIMFG,,2018-03-16,65,2018
2c1ipXPsfn6ylm6PrQNuDU,,2018-05-18,59,2018
43wFM1HquliY3iwKWzPN4y,,2018-08-24,78,2018
7dAm8ShwJLFm9SaJ6Yc58O,,2018-05-11,80,2018
7dAm8ShwJLFm9SaJ6Yc58O,,2018-05-11,80,2018
1ATL5GLyefJaxhQzSPVrLX,,2018-06-29,84,2018
3MATDdrpHmQCmuOcozZjDa,,2018-05-25,75,2018
5rcJ5xCMYYLCgGilFDKRZl,,2018-10-02,68,2018
5JzxLWdYLLpZTE6kaBLooY,,2018-05-04,58,2018
7f6xPqyaolTiziKf5R5Z0c,,2018-03-30,69,2018
4KdtEKjY3Gi0mKiSdy96ML,,2018-04-06,75,2018
6RjlLIuDFC8Dw91yRAdPz9,,2018-10-26,66,2018
41GuZcammIkupMPKH2OJ6I,,2018-08-03,85,2018
4o9I622N2dNhGOiaHqjwad,,2018-03-23,55,2018
6YgJ3NjlqdUX6MdejVudHp,,2018-04-20,60,2018
1xFoRn9DxZXwPjEdGnw800,,2018-06-29,68,2018
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
3Ca58JR3vDDMl5i8QKkWzP,,2019-09-30,74,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
2T9P5dSm786uuxA5tkI1Xb,,2019-08-02,72,2019
67PsnkYVPNpEsZffyTWGgW,,2019-05-10,75,2019
7Cw4LObzgnVqSlkuIyywtI,,2019-07-19,78,2019
7Cw4LObzgnVqSlkuIyywtI,,2019-07-19,78,2019
3XzSOIE6zGLliuqsVGLmUc,,2019-01-23,72,2019
4g1ZRSobMefqF6nelkgibi,,2019-09-06,86,2019
4keJsdw9XhEvimhIgXmtO1,,2019-12-06,74,2019
295qW3R6DSM1WfePwUpgux,,2019-04-10,74,2019
2755rVbg8SJCsmTe0FQTLa,,2019-02-28,75,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
60jUlxAOAcsiQUEW0XLroT,,2019-05-31,73,2019
10WCcQKzXZot04kzENu62Z,,2019-02-22,69,2019
5zi7WsKlIiUXv09tbGLKsE,,2019-05-17,82,2019
5658aM19fA3JVwTK6eQX70,,2019-05-17,83,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
7jXmmQ1gNTXHyTF7uvH4Tn,,2019-05-24,73,2019
3Oovjf1PZOryLQSDKwjJzO,,2019-07-24,70,2019
4g1ZRSobMefqF6nelkgibi,,2019-09-06,86,2019
5zi7WsKlIiUXv09tbGLKsE,,2019-05-17,82,2019
1I6FpscJIfwf4T56VxGVsB,,2019-08-30,80,2019
0S9D5NIDp2YXhYwlvuJzqx,,2019-11-08,77,2019
5zi7WsKlIiUXv09tbGLKsE,,2019-05-17,82,2019
52u4anZbHd6UInnmHRFzba,,2019-12-06,76,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
4g1ZRSobMefqF6nelkgibi,,2019-09-06,86,2019
5XpEKORZ4y6OrCZSKsi46A,,2019-08-30,84,2019
7dqpveMVcWgbzqYrOdkFTD,,2019-08-02,75,2019
4uQ5kFmXQdCxz3WvM4UUzy,,2019-10-25,78,2019
1Uauz6ql2dIPvIOH4JiuhD,,2019-08-23,73,2019
5BAggP8hO7VWDSTKkNGyCi,,2019-09-20,73,2019
7xV2TzoaVc0ycW7fwBwAml,,2019-12-13,86,2019
2c7gFThUYyo2t6ogAgIYNw,,2019-03-01,74,2019
6ylFfzx32ICw4L1A7YWNLN,,2019-06-28,80,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
5wi0oKiF99ZVACf6oTTsp2,,2019-12-07,69,2019
3okhA6w5uau6ZNhnVpwVww,,2019-10-04,77,2019
0eu2mZjF6JQTuLCu9ils6m,,2019-10-25,68,2019
0npZ1Ryg8HaFGeb2HKYQIz,,2019-08-24,75,2019
1btu0SV2DOI5HoFsvUd78F,,2019-03-08,80,2019
0S0KGZnfBGSIssfF54WSJh,,2019-03-29,85,2019
0S0KGZnfBGSIssfF54WSJh,,2019-03-29,85,2019
2WrNHOba5u6P9S9xEboaUy,,2019-06-28,73,2019
7eed9MBclFPjjjvotfR2e9,,2019-03-22,74,2019
2uDTi1PlpSpvAv7IRAoAEU,,2019-10-04,72,2019
6bI4IQKBcLX0KsTjQ9NR97,,2019-08-16,68,2019
1MmVkhiwTH0BkNOU3nw5d3,,2019-11-07,79,2019
4i3rAwPw7Ln2YrKDusaWyT,,2019-11-13,74,2019
4IlnBRDEsHcr9EWxmbgMC2,,2019-02-22,69,2019
7xV2TzoaVc0ycW7fwBwAml,,2019-12-13,86,2019
0IMTA2Wz6p8CNZ0MDK2zvg,,2019-08-30,69,2019
3aEdbaJGWXbBxn79DgjamF,,2019-08-15,69,2019
59zpaLOByFkJhc9D5Xqna9,,2019-08-16,70,2019
4kkVGtCqE2NiAKosri9Rnd,,2019-08-02,75,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
1I6FpscJIfwf4T56VxGVsB,,2019-08-30,80,2019
6d1vGZsr6Uy3h9IigBpPAf,,2019-07-26,75,2019
2kAB6U6XJQ9lXK7TPsmaR4,,2019-10-18,71,2019
2wiPF3m0ylst0JSk1IvZL8,,2019-11-22,75,2019
26ztFK3E69j5THJQdyxC5w,,2019-06-07,75,2019
1nzUj7VkiaytMmf2KrhK2L,,2019-10-11,72,2019
5XpEKORZ4y6OrCZSKsi46A,,2019-08-30,84,2019
788r22Bhr3IHLTNPy8pZea,,2019-10-04,78,2019
2a2LGFK2TeN4fAKm1ZOc1I,,2019-05-24,75,2019
2c7gFThUYyo2t6ogAgIYNw,,2019-03-01,74,2019
2n3quCZ0anEa46j2IveacI,,2019-07-05,71,2019
71VX8yv9T2hNIYVZJVUWVp,,2019-11-02,67,2019
1qgJNWnPIeK9rx7hF8JCPK,,2019-10-04,76,2019
4kkVGtCqE2NiAKosri9Rnd,,2019-08-02,75,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
00HZxSA1sOS9T3nA950sg4,,2019-06-15,68,2019
3TSMSh5dai7WEnEGOoMXBZ,,2019-01-27,72,2019
7rItmPh0tZpMKcFXBScaU8,,2019-05-10,75,2019
7xV2TzoaVc0ycW7fwBwAml,,2019-12-13,86,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
7xV2TzoaVc0ycW7fwBwAml,,2019-12-13,86,2019
2fYhqwDWXjbpjaIJPEfKFw,,2019-02-08,81,2019
0npZ1Ryg8HaFGeb2HKYQIz,,2019-08-24,75,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
5zi7WsKlIiUXv09tbGLKsE,,2019-05-17,82,2019
6eOWfFjfBPRsAW0ZS4sbaF,,2019-09-13,72,2019
0JA38Ekhsv43y2lBj5GQkQ,,2019-03-08,73,2019
1Uf67JAtkVWfdydzFFqNF2,,2019-06-07,74,2019
1I6FpscJIfwf4T56VxGVsB,,2019-08-30,80,2019
5CEfb4A8SgiCOY6R7c7s34,,2019-11-15,69,2019
4g1ZRSobMefqF6nelkgibi,,2019-09-06,86,2019
4gxFqhVYU4wp1XDH1KiIo4,,2019-11-20,66,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
0npZ1Ryg8HaFGeb2HKYQIz,,2019-08-24,75,2019
0S0KGZnfBGSIssfF54WSJh,,2019-03-29,85,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
5zi7WsKlIiUXv09tbGLKsE,,2019-05-17,82,2019
0S9D5NIDp2YXhYwlvuJzqx,,2019-11-08,77,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
7xgzD7onYd1Pms93ZOtxxX,,2019-10-31,63,2019
76KSlcJu5scD2yeiLwjDYZ,,2019-07-15,64,2019
1bCBZ8LedqwVYOLDLrRbbY,,2019-10-11,77,2019
3Vsbl0diFGw8HNSjG8ue9m,,2019-12-06,77,2019
7jXmmQ1gNTXHyTF7uvH4Tn,,2019-05-24,73,2019
1BfLzaTFI5qKsAAk0Ae6aV,,2019-06-28,72,2019
7m3LlqH5j3aGBaJ6M6anIm,,2019-06-14,68,2019
1btu0SV2DOI5HoFsvUd78F,,2019-03-08,80,2019
4hvsfS6cytmO16IfAptVA9,,2019-05-24,69,2019
0FSsRH1jeZqKbGcHwq3UO0,,2019-11-22,71,2019
5658aM19fA3JVwTK6eQX70,,2019-05-17,83,2019
5XpEKORZ4y6OrCZSKsi46A,,2019-08-30,84,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
5eWTQHm7yXnuxlHpG9Lf23,,2019-03-08,62,2019
7GYzQIMfdDWo2XC4BDLHPk,,2019-11-14,71,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
4Ib3LE6FimfhNVnY7Tc1zM,,2019-07-26,66,2019
26ztFK3E69j5THJQdyxC5w,,2019-06-07,75,2019
5CNckxfLf4TCoMOoxgAU8l,,2019-10-25,71,2019
4FehFP4tVEFyT75LCTHl7m,,2019-12-19,67,2019
2fYhqwDWXjbpjaIJPEfKFw,,2019-02-08,81,2019
6HvpgqHcpyXzAdNIioqIoq,,2019-12-24,72,2019
2WrNHOba5u6P9S9xEboaUy,,2019-06-28,73,2019
0npZ1Ryg8HaFGeb2HKYQIz,,2019-08-24,75,2019
4K7RKXggxezOmccv1Uuviq,,2019-08-09,64,2019
4PKdUHGtcJtsjhIaR4fjMk,,2019-02-15,67,2019
7DNZURhi8nhcGxhoRriZFS,,2019-02-22,67,2019
2755rVbg8SJCsmTe0FQTLa,,2019-02-28,75,2019
5XpEKORZ4y6OrCZSKsi46A,,2019-08-30,84,2019
1bnHPO4dKK7IjvgrtVBcQh,,2019-08-16,70,2019
1NsTSXjVNE7XmZ8PmyW0wl,,2019-09-27,70,2019
4g1ZRSobMefqF6nelkgibi,,2019-09-06,86,2019
1xJ7jIK1tT0aVoJw1fPE6r,,2019-01-24,69,2019
4mvxoogQn8p84Wz17zTHnJ,,2019-06-28,69,2019
1ft5RivOWEdZT3nfqThV7K,,2019-11-01,71,2019
5XpEKORZ4y6OrCZSKsi46A,,2019-08-30,84,2019
2ny0Q7DWoI2GH1TlQTuBdD,,2019-09-27,68,2019
2KJjOBX280F3hZZE1xO33O,,2019-04-19,63,2019
0Pr7tJefVMQCh8hy1n8OLr,,2019-10-31,74,2019
1NAmidJlEaVgA3MpcPFYGq,,2019-08-23,95,2019
7hBV0wo7cDHZQLYnuOJ312,,2019-04-17,67,2019
0S0KGZnfBGSIssfF54WSJh,,2019-03-29,85,2019
4g1ZRSobMefqF6nelkgibi,,2019-09-06,86,2019
3TSMSh5dai7WEnEGOoMXBZ,,2019-01-27,72,2019
3TSMSh5dai7WEnEGOoMXBZ,,2019-01-27,72,2019
1I6FpscJIfwf4T56VxGVsB,,2019-08-30,80,2019
7Lwn8CSE6bv6VYScebUGiz,,2019-05-03,71,2019
3DNQrMjvVGiueVrj1qquJd,,2019-06-14,73,2019
7xV2TzoaVc0ycW7fwBwAml,,2019-12-13,86,2019
2kAB6U6XJQ9lXK7TPsmaR4,,2019-10-18,71,2019
1btu0SV2DOI5HoFsvUd78F,,2019-03-08,80,2019
3tRmxSQyoyXXwcVDcUFQic,,2019-11-08,64,2019
0wEnZguPw6l4Rcdgzcm5qv,,2019-09-20,68,2019
3Bt2OtHQDRDXC10Flgm9Rv,,2019,69,2019
0Nq3r1NoSh6bq6SXxuKnlM,,2019-08-28,64,2019
1btu0SV2DOI5HoFsvUd78F,,2019-03-08,80,2019
0FgZKfoU2Br5sHOfvZKTI9,,2019-10-25,71,2019
3DNQrMjvVGiueVrj1qquJd,,2019-06-14,73,2019
73ZvpuYhKDr2FW4vlPsTpW,,2019-02-22,67,2019
0S0KGZnfBGSIssfF54WSJh,,2019-03-29,85,2019
46xdC4Qcvscfs3Ai2RIHcv,,2019-07-26,77,2019
1bCBZ8LedqwVYOLDLrRbbY,,2019-10-11,77,2019
5e3Kjap4XBZ44dc36AqtEo,,2019-09-13,67,2019
5p3gSxNiXeYlPlztVAUjB2,,2019-11-27,68,2019
7eed9MBclFPjjjvotfR2e9,,2019-03-22,74,2019
4AEKKY9Sny3Uj6U3ELK4Sl,,2019-09-03,65,2019
5xq6RMHNIBA73qld03dR6V,,2019-11-22,69,2019
5e3Kjap4XBZ44dc36AqtEo,,2019-09-13,67,2019
5nDqjtvRwDYElIflvoNDdE,,2019-11-22,67,2019
6HJDrXs0hpebaRFKA1sF90,,2019-10-10,66,2019
0S0KGZnfBGSIssfF54WSJh,,2019-03-29,85,2019
1RU8i9ISNQ52Vs8msq30C1,,2019-10-18,64,2019
3pDWtiwshSUkWVkJ4rLkgq,,2019-12-23,65,2019
0wEnZguPw6l4Rcdgzcm5qv,,2019-09-20,68,2019
46xdC4Qcvscfs3Ai2RIHcv,,2019-07-26,77,2019
47FalEKu0of8GExDtZBkxT,,2019-03-01,64,2019
1MmVkhiwTH0BkNOU3nw5d3,,2019-11-07,79,2019
1Sf8GsXG32t0jNrX11xqWx,,2019-12-27,73,2019
5UMCUhNtZ5bkz0Giv0SppV,,2019-07-22,62,2019
3XpxioqzCTiqOSuHTXuaGf,,2019-03-08,64,2019
3zroVeqEo7fIQ55qf3A422,,2019-01-18,61,2019
2SdtFo4v3o7xfyyEOnXlIH,,2019-06-17,65,2019
6ylFfzx32ICw4L1A7YWNLN,,2019-06-28,80,2019
1MmVkhiwTH0BkNOU3nw5d3,,2019-11-07,79,2019
0S9D5NIDp2YXhYwlvuJzqx,,2019-11-08,77,2019
40MJoESOQ4BDr5Y6jY7cFa,,2019-04-12,68,2019
7sXEDXktkY9cFOcgvIR6CI,,2019-12-13,63,2019
2fYhqwDWXjbpjaIJPEfKFw,,2019-02-08,81,2019
4uQ5kFmXQdCxz3WvM4UUzy,,2019-10-25,78,2019
788r22Bhr3IHLTNPy8pZea,,2019-10-04,78,2019
4JECM4NZhtpjDX4JbYkh00,,2019-06-07,68,2019
61G7KL6rpj167r6H4CzS8C,,2019-03-22,76,2019
3I677CWVoiOsbMxOQzjShB,,2019-06-28,69,2019
4QAC6FquY8D0RXom13iE5J,,2019-06-21,61,2019
39qJcvWj03Pcm9HJdb1NR8,,2019-08-14,64,2019
0npZ1Ryg8HaFGeb2HKYQIz,,2019-08-24,75,2019
0ECIYdy6byWnFYoY6Bn8CN,,2019-06-21,68,2019
5zi7WsKlIiUXv09tbGLKsE,,2019-05-17,82,2019
1I6FpscJIfwf4T56VxGVsB,,2019-08-30,80,2019
5xq6RMHNIBA73qld03dR6V,,2019-11-22,69,2019
3IQhe9N4j1tXTwKlhT2FsL,,2019-04-05,65,2019
4M07HWIlZr7zoXoxDHR5mz,,2019-11-15,74,2019
746AA6hN51bj4yUlGBHgUX,,2019-01-04,59,2019
5gnWhEFNbtCn0RLG2cp90g,,2019-05-31,66,2019
64nhe9s692yKECAoMcEQ8U,,2019-02-15,64,2019
49K82qcZN4u109e6Zw8io1,,2019-04-09,59,2019
0S9D5NIDp2YXhYwlvuJzqx,,2019-11-08,77,2019
3wOMqxNHgkga91RBC7BaZU,,2019-03-01,67,2019
5658aM19fA3JVwTK6eQX70,,2019-05-17,83,2019
4W4gNYa4tt3t8V6FmONWEK,,2019-09-13,68,2019
24jAbLMFzCTlIv3kQ94HwK,,2019-12-20,66,2019
3zVB99XMdbP9HTVNg0GJwV,,2019-08-02,69,2019
04lyNlxXhRxoZPC9RLq5Oq,,2019-05-31,66,2019
076hhK2bCjHhQJqWY7wRh0,,2019-06-19,62,2019
26ztFK3E69j5THJQdyxC5w,,2019-06-07,75,2019
5a4sJJ3qjn6hqRsvm0Veso,,2019-02-15,66,2019
6E3aLqi7SbbT7O78TNRtLP,,2019-12-06,66,2019
7Cw4LObzgnVqSlkuIyywtI,,2019-07-19,78,2019
5Or2XM0Gjy6Y8qlaERqsSn,,2019-11-01,62,2019
3t6Z2qoBVCS4NHNI25XECH,,2019-10-04,61,2019
2ny0Q7DWoI2GH1TlQTuBdD,,2019-09-27,68,2019
0p1QXY0M8LRXybgy9TchHE,,2019-10-25,68,2019
32OhZ2CWxc259H9w52JMTH,,2019-03-01,62,2019
5gnWhEFNbtCn0RLG2cp90g,,2019-05-31,66,2019
3zMEkZNzS5yJDcnqPhIk10,,2019-11-22,62,2019
0p1QXY0M8LRXybgy9TchHE,,2019-10-25,68,2019
1KerGJUScYGffP3Mjmjz8c,,2019-09-06,75,2019
09b9NC1oQbYaHcacgXn66k,,2019-01-18,67,2019
2BVQCnH3Sj7lcBGAP9wPh1,,2019-02-14,61,2019
0cm9LOQUBK3JUgyoRj238z,,2019-10-18,79,2019
7uyYaGMsVlUEF0Uc10zyod,,2019-11-13,62,2019
6lheAtw3IcJvflIhLbykih,,2019-08-30,70,2019
6DcjgwmNJdsl2BODdwPOH6,,2019-03-29,65,2019
0S0KGZnfBGSIssfF54WSJh,,2019-03-29,85,2019
1Sf8GsXG32t0jNrX11xqWx,,2019-12-27,73,2019
72pR0B18ynMrGZmLf0L2YF,,2019-01-31,58,2019
5rVozR5A3umWphvwUW4JNi,,2019-08-20,57,2019
53jscFYbbsfeGFG3Rt3CVC,,2019-05-31,58,2019
7BrlhEO8dHiNmU8A1Ep9RZ,,2019-10-17,67,2019
7tPTdORdHwCOr8hBt3XSn5,,2019-08-10,58,2019
0O1PJ0t69iTO5yWrIeIga0,,2019-03-01,64,2019
0npZ1Ryg8HaFGeb2HKYQIz,,2019-08-24,75,2019
0PQKxvYXBokFo7oxsKmwXq,,2019-03-22,64,2019
1MmVkhiwTH0BkNOU3nw5d3,,2019-11-07,79,2019
0M7eN2BgLGhurwca578tAD,,2019-06-17,58,2019
6RhSCF1Z3g95Q1rZWqpUdT,,2019-07-04,63,2019
5waiE6DS2ntWF3Q0yekJUm,,2019-12-11,66,2019
6hHIX3lfGKnZ2ji41YZMVV,,2019-06-07,67,2019
5zi7WsKlIiUXv09tbGLKsE,,2019-05-17,82,2019
1lgZZELIZZwafQJDycr47q,,2019-06-11,61,2019
2mvcTuW69CGtjWFFqg4Q1Z,,2019-09-27,61,2019
5BAggP8hO7VWDSTKkNGyCi,,2019-09-20,73,2019
5We7yGwHCRWuy7T5StvTwS,,2019-02-19,71,2019
3hn46RDrEmoi4XhLjgdNjZ,,2019-12-06,72,2019
4i5b4YWuMtneUSvQPONwzK,,2019-05-03,72,2019
7oGGjyOs3rri9dCSpxJyxT,,2019-09-10,64,2019
0XLwImzaZEtqHE4NHAepDz,,2019-05-10,66,2019
5b92Q0wcU49AnhBmu3IxOx,,2019-03-29,58,2019
52u4anZbHd6UInnmHRFzba,,2019-12-06,76,2019
7GYzQIMfdDWo2XC4BDLHPk,,2019-11-14,71,2019
4Kd33JPxTOcjTM29FrKoyT,,2019-12-13,62,2019
2c7gFThUYyo2t6ogAgIYNw,,2019-03-01,74,2019
5BAggP8hO7VWDSTKkNGyCi,,2019-09-20,73,2019
7jPoliCU7TRA13Wro32AOD,,2019-10-04,66,2019
1vurSXXQeO0h4sy1BBDYrt,,2019-11-29,65,2019
11rLG3oF7eWzP079JDQUg3,,2019-12-14,63,2019
0S9D5NIDp2YXhYwlvuJzqx,,2019-11-08,77,2019
2ljZoj8pjImMAznXAkeJne,,2019-09-27,63,2019
0UywfDKYlyiu1b38DRrzYD,,2019-10-17,66,2019
1btu0SV2DOI5HoFsvUd78F,,2019-03-08,80,2019
0LST5ZEgbeq7DAKBUlB5rT,,2019-11-29,64,2019
1oUzjom2A9xtyRM1SdOAGj,,2019-02-22,66,2019
4ZKdRW0AH9sxV09NmWsTkW,,2019-08-09,68,2019
5C0YLr4OoRGFDaqdMQmkeH,,2019-02-01,74,2019
4ow6xJwn49gpWz7iHpOzWY,,2019-10-04,65,2019
1ft5RivOWEdZT3nfqThV7K,,2019-11-01,71,2019
3pHFjWCK7d5YLtEuFwfR5N,,2019-03-22,76,2019
16mjtcKPxpQ4ajFHmJ0hJC,,2019-05-03,65,2019
0xzScN8P3hQAz3BT3YYX5w,,2019-06-19,73,2019
7yeopeDDLOvHmgtgyTYG9S,,2019-10-25,63,2019
5AHWNPo3gllDmixgAoFru4,,2019-01-18,67,2019
2f0DzdU6QbWtZqSlN7s1s5,,2019-11-22,61,2019
6gH6TAkytLzyXYiTbJQL0O,,2019-05-31,61,2019
2ny0Q7DWoI2GH1TlQTuBdD,,2019-09-27,68,2019
1btu0SV2DOI5HoFsvUd78F,,2019-03-08,80,2019
4IRiXE5NROxknUSAUSjMoO,,2019-06-21,72,2019
1U2tk4b49drBLpt9GJ9kPc,,2019-01-19,58,2019
0bJIHF1Or1YBLFBMwv53K2,,2019-07-05,69,2019
5n9eRSSDsuEa7MR99P4MwX,,2019-04-15,59,2019
7mdpibDh6Sec6o6zItcSEH,,2019-03-29,61,2019
46LE2xR4e92aVvo1QlUiS3,,2019-06-12,60,2019
1qgJNWnPIeK9rx7hF8JCPK,,2019-10-04,76,2019
06S3Qjh4QWLtn6c7CVhYh7,,2019-05-31,65,2019
7xV2TzoaVc0ycW7fwBwAml,,2019-12-13,86,2019
7m3LlqH5j3aGBaJ6M6anIm,,2019-06-14,68,2019
63Kr9mdWxT7mB2AKgf4rCa,,2019-11-08,70,2019
29FoTD5vBY3Fq1QWhbl3FM,,2019-06-26,63,2019
0qE8qzazAbwS62hZ992jQ4,,2019-10-20,70,2019
0p1QXY0M8LRXybgy9TchHE,,2019-10-25,68,2019
3Vsbl0diFGw8HNSjG8ue9m,,2019-12-06,77,2019
0S0KGZnfBGSIssfF54WSJh,,2019-03-29,85,2019
62aYom0k3j1RBe4uPC64ob,,2019-01-18,66,2019
4zOhjJfe0dwqsNdDYk622E,,2019-07-26,69,2019
4s3n7klxkRKoZUWDnF5lVB,,2019-05-31,56,2019
1qgJNWnPIeK9rx7hF8JCPK,,2019-10-04,76,2019
6NHS3hV16MZyfcp0nSHdrd,,2019-03-08,64,2019
4sFNNIc9t1SS1FnuVKXR3J,,2019-11-13,68,2019
4g1ZRSobMefqF6nelkgibi,,2019-09-06,86,2019
09b9NC1oQbYaHcacgXn66k,,2019-01-18,67,2019
1jToVugwBEzcak8gJNZG2f,,2019-08-23,64,2019
0S9D5NIDp2YXhYwlvuJzqx,,2019-11-08,77,2019
1DIa6H1AjmAg9SMrByTbiI,,2019-07-30,59,2019
05WDdiNvAlLj2wPDphUkML,,2019-12-09,59,2019
3DNQrMjvVGiueVrj1qquJd,,2019-06-14,73,2019
61G7KL6rpj167r6H4CzS8C,,2019-03-22,76,2019
4hvsfS6cytmO16IfAptVA9,,2019-05-24,69,2019
2n3quCZ0anEa46j2IveacI,,2019-07-05,71,2019
0pMkbror5DyuBSl5yeUYTn,,2019-07-12,63,2019
4wquJImu8RtyEuDtIAsfcE,,2019-06-28,64,2019
265RSKLOdNH1q2ts0ta2bg,,2019-10-11,58,2019
3h1NpsC8ScXsPHHzJZLH7m,,2019-10-18,63,2019
1ft5RivOWEdZT3nfqThV7K,,2019-11-01,71,2019
1I6FpscJIfwf4T56VxGVsB,,2019-08-30,80,2019
07oupZyy8xBQq0RQmXmg5z,,2019-05-31,61,2019
6ylFfzx32ICw4L1A7YWNLN,,2019-06-28,80,2019
5XpEKORZ4y6OrCZSKsi46A,,2019-08-30,84,2019
1ft5RivOWEdZT3nfqThV7K,,2019-11-01,71,2019
47SKepdJ0B5cquxtKrgFUI,,2019-11-21,58,2019
46xdC4Qcvscfs3Ai2RIHcv,,2019-07-26,77,2019
1NsTSXjVNE7XmZ8PmyW0wl,,2019-09-27,70,2019
6s3BOoMKnK60Blq4hIh2cq,,2019-08-16,71,2019
3DNQrMjvVGiueVrj1qquJd,,2019-06-14,73,2019
1btu0SV2DOI5HoFsvUd78F,,2019-03-08,80,2019
3xl0OvcSlc9Mwe5ToaFtD3,,2019-01-17,64,2019
1yY9R0IjLXGhf3aPb6Y63k,,2019-05-30,65,2019
0nLs1GgxbEBd2htNarZMgN,,2019-07-26,60,2019
0U3nI78LUpAwprraUf7vAS,,2019-04-05,63,2019
1ft5RivOWEdZT3nfqThV7K,,2019-11-01,71,2019
40MJoESOQ4BDr5Y6jY7cFa,,2019-04-12,68,2019
0S0KGZnfBGSIssfF54WSJh,,2019-03-29,85,2019
1qgJNWnPIeK9rx7hF8JCPK,,2019-10-04,76,2019
6KT8x5oqZJl9CcnM66hddo,,2019-04-05,69,2019
1IQmCioMTatFSX6biSISx5,,2019-08-30,61,2019
4WlC4FXhonJhNTXCQPGP3r,,2019-06-28,63,2019
0ix3XtPV1LwmZADsprKxcp,,2019-10-31,67,2019
1eSyRapMqJE70YPpjuzbvP,,2019-11-18,64,2019
7eed9MBclFPjjjvotfR2e9,,2019-03-22,74,2019
1bnHPO4dKK7IjvgrtVBcQh,,2019-08-16,70,2019
0zjbNtfnMLmt2q50E3wDx8,,2019-11-21,64,2019
2T9P5dSm786uuxA5tkI1Xb,,2019-08-02,72,2019
19KilSbbeHRFFZM7ChwTdP,,2019-07-19,65,2019
2eLpj5EDUhyAoTks8sxcKR,,2019-11-22,66,2019
1EFQdXVbYzfSP1KQQoIOzj,,2019-11-11,65,2019
1ft5RivOWEdZT3nfqThV7K,,2019-11-01,71,2019
4hvsfS6cytmO16IfAptVA9,,2019-05-24,69,2019
4M07HWIlZr7zoXoxDHR5mz,,2019-11-15,74,2019
2c7gFThUYyo2t6ogAgIYNw,,2019-03-01,74,2019
2OIMJ2Arm0dYpmWIfQOXTD,,2019-08-16,65,2019
1btu0SV2DOI5HoFsvUd78F,,2019-03-08,80,2019
0DyyOMpwfB5KS6OFNiUV1m,,2019-02-12,62,2019
1KerGJUScYGffP3Mjmjz8c,,2019-09-06,75,2019
46xdC4Qcvscfs3Ai2RIHcv,,2019-07-26,77,2019
0mTGTVLkzI5Rkz7buS0erL,,2019-02-15,59,2019
0y1rJ1B0Q9MqxX9Svuyuyp,,2019-11-08,63,2019
0lDRXaECpMSYYCsTYRDulh,,2019-06-20,60,2019
78OOLWnOyjDZRqxZXlfNk9,,2019-11-01,63,2019
5TUaOGYwJx8CU3NKVjExE7,,2019-04-07,58,2019
46xbsFOp9g1WqTidQEs7YT,,2019-10-25,68,2019
2CxrZinzjDXZidyx5EP214,,2019-08-09,65,2019
4uObGgFhiUjJNrj298b500,,2019-08-04,60,2019
1zPMx423hKYd8JGAuVB24z,,2019-05-01,61,2019
7nqA49hzXJWPH4cnM8nk6x,,2019-08-22,65,2019
7ClPGbXY81egfNn8H1hDAg,,2019-06-28,63,2019
